date,facility_id,facility_name,country,region,storage_site_type,co2_emitted_tonnes,co2_captured_tonnes,co2_stored_tonnes,capture_efficiency_percent,storage_integrity_percent,anomaly_flag,notes
2022-12-17,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,12023.55,11617.0,11561.61,96.62,99.523,False,
2022-12-18,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,16919.73,14423.17,14389.0,85.24,99.763,False,
2022-12-19,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,17386.91,15653.15,15685.04,90.03,100.204,False,
2022-12-20,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,15182.81,13022.36,12999.85,85.77,99.827,False,
2022-12-21,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,17510.07,16072.08,16136.69,91.79,100.402,False,
2022-12-22,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,18423.5,16779.02,16703.04,91.07,99.547,False,
2022-12-23,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,17863.64,16806.86,16804.73,94.08,99.987,False,
2022-12-24,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,17203.81,16726.48,16697.07,97.23,99.824,False,
2022-12-25,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,13790.92,12225.92,12256.6,88.65,100.251,False,
2022-12-26,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,15082.71,13268.29,13214.98,87.97,99.598,False,
2022-12-27,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,17970.59,17681.93,17648.94,98.39,99.813,False,
2022-12-28,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,16919.03,15634.37,15634.71,92.41,100.002,False,
2022-12-29,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,14438.71,13480.57,13448.13,93.36,99.759,False,
2022-12-30,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,15549.74,15521.03,15409.56,99.82,99.282,False,
2022-12-31,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,16788.55,16557.73,16481.35,98.63,99.539,False,
2023-01-01,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14058.02,12856.44,12775.42,91.45,99.37,False,
2023-01-02,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,15894.31,15015.8,15009.26,94.47,99.956,False,
2023-01-03,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,15627.45,13411.45,13390.11,85.82,99.841,False,
2023-01-04,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17004.27,14711.42,14616.61,86.52,99.356,False,
2023-01-05,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14498.95,12871.29,12870.63,88.77,99.995,False,
2023-01-06,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16283.64,14296.92,14341.64,87.8,100.313,False,
2023-01-07,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,15302.86,13479.86,13461.08,88.09,99.861,False,
2023-01-08,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,15954.4,15053.71,15035.4,94.35,99.878,False,
2023-01-09,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14813.71,13577.75,13514.72,91.66,99.536,False,
2023-01-10,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18107.99,15872.07,15791.79,87.65,99.494,False,
2023-01-11,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17750.42,16161.81,16145.43,91.05,99.899,False,
2023-01-12,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13502.28,12008.8,12008.29,88.94,99.996,False,
2023-01-13,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14291.47,12407.75,12426.4,86.82,100.15,False,
2023-01-14,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17647.1,16105.47,16149.57,91.26,100.274,False,
2023-01-15,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,12947.09,12747.0,12706.25,98.45,99.68,False,
2023-01-16,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,15581.14,14072.47,14106.51,90.32,100.242,False,
2023-01-17,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,15873.73,13771.65,13753.22,86.76,99.866,False,
2023-01-18,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,15958.69,15263.09,15294.98,95.64,100.209,False,
2023-01-19,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16381.67,13801.99,13875.18,84.25,100.53,False,
2023-01-20,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14410.61,12749.97,12719.83,88.48,99.764,False,
2023-01-21,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16414.48,13947.37,13901.31,84.97,99.67,False,
2023-01-22,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17040.06,15210.96,15124.31,89.27,99.43,False,
2023-01-23,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17089.42,15022.46,15067.45,87.91,100.299,False,
2023-01-24,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18443.68,18160.78,18093.13,98.47,99.627,False,
2023-01-25,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16296.56,13911.1,13839.23,85.36,99.483,False,
2023-01-26,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,20308.8,17752.27,17733.93,87.41,99.897,False,
2023-01-27,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17499.32,17256.85,17359.48,98.61,100.595,False,
2023-01-28,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18536.88,16957.3,17022.55,91.48,100.385,False,
2023-01-29,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17822.0,15776.81,15737.74,88.52,99.752,False,
2023-01-30,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16315.38,14137.49,14160.32,86.65,100.161,False,
2023-01-31,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16634.99,15917.7,15800.79,95.69,99.266,False,
2023-02-01,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,15530.52,13259.1,13213.06,85.37,99.653,False,
2023-02-02,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16893.56,14602.37,14567.12,86.44,99.759,False,
2023-02-03,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16250.4,15144.59,15148.52,93.2,100.026,False,
2023-02-04,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,19740.13,18436.77,18425.47,93.4,99.939,False,
2023-02-05,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18280.44,18073.15,17941.67,98.87,99.272,False,
2023-02-06,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18005.01,15607.87,15551.81,86.69,99.641,False,
2023-02-07,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16403.12,15746.92,15823.59,96.0,100.487,False,
2023-02-08,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17574.04,16247.05,16164.05,92.45,99.489,False,
2023-02-09,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,19301.57,16819.4,16753.81,87.14,99.61,False,
2023-02-10,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14841.49,13169.31,13212.27,88.73,100.326,False,
2023-02-11,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,15748.44,15170.99,15065.16,96.33,99.302,False,
2023-02-12,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,15571.84,14603.38,14601.18,93.78,99.985,False,
2023-02-13,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,15937.78,13621.38,13564.88,85.47,99.585,False,
2023-02-14,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17427.66,15630.16,15624.46,89.69,99.964,False,
2023-02-15,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,19515.11,18006.59,18027.99,92.27,100.119,False,
2023-02-16,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16133.68,14551.59,14485.99,90.19,99.549,False,
2023-02-17,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17218.04,14746.41,14730.69,85.65,99.893,False,
2023-02-18,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16551.46,14161.67,14171.13,85.56,100.067,False,
2023-02-19,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,19453.88,16989.76,16912.42,87.33,99.545,False,
2023-02-20,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17872.03,15835.39,15747.81,88.6,99.447,False,
2023-02-21,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18262.98,16155.62,16180.06,88.46,100.151,False,
2023-02-22,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18339.36,16507.47,16374.82,90.01,99.196,False,
2023-02-23,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,15706.71,13443.1,13400.11,85.59,99.68,False,
2023-02-24,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18723.1,17664.1,17712.97,94.34,100.277,False,
2023-02-25,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,19788.46,17502.49,17515.19,88.45,100.073,False,
2023-02-26,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,20230.9,19239.27,19190.53,95.1,99.747,False,
2023-02-27,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17946.81,15154.48,15093.51,84.44,99.598,False,
2023-02-28,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,15768.83,13704.69,13693.43,86.91,99.918,False,
2023-03-01,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,15854.85,15575.07,15570.94,98.24,99.973,False,
2023-03-02,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18072.19,17582.76,17558.29,97.29,99.861,False,
2023-03-03,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16786.12,16396.59,16372.26,97.68,99.852,False,
2023-03-04,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17757.24,16807.2,16814.66,94.65,100.044,False,
2023-03-05,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,19866.9,17687.56,17727.54,89.03,100.226,False,
2023-03-06,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17922.36,17588.59,17528.89,98.14,99.661,False,
2023-03-07,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18567.13,16551.47,16498.07,89.14,99.677,False,
2023-03-08,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17674.03,17052.31,17031.87,96.48,99.88,False,
2023-03-09,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18631.6,15992.51,15840.4,85.84,99.049,False,
2023-03-10,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16976.08,16823.98,16810.23,99.1,99.918,False,
2023-03-11,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17782.9,15569.25,15587.62,87.55,100.118,False,
2023-03-12,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16819.18,15942.77,15929.66,94.79,99.918,False,
2023-03-13,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,19032.85,18401.15,18355.03,96.68,99.749,False,
2023-03-14,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,19876.69,19030.49,18947.08,95.74,99.562,False,
2023-03-15,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17448.63,15476.23,15399.86,88.7,99.506,False,
2023-03-16,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,20191.16,17691.54,17579.03,87.62,99.364,False,
2023-03-17,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17927.18,17635.08,17564.49,98.37,99.6,False,
2023-03-18,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18755.16,16369.17,16374.78,87.28,100.034,False,
2023-03-19,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17500.43,15562.66,15541.26,88.93,99.863,False,
2023-03-20,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17568.12,16795.48,16713.58,95.6,99.512,False,
2023-03-21,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18631.27,18461.07,18416.9,99.09,99.761,False,
2023-03-22,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18418.54,15805.68,15780.78,85.81,99.843,False,
2023-03-23,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16323.85,14054.23,14031.57,86.1,99.839,False,
2023-03-24,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14355.14,13810.5,13877.09,96.21,100.482,False,
2023-03-25,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,21270.26,20422.22,20356.68,96.01,99.679,False,
2023-03-26,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,19946.72,,,90.31,99.942,True,Simulated missing capture/storage readings.
2023-03-27,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,19168.75,16374.53,16408.01,85.42,100.204,False,
2023-03-28,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18879.76,16635.5,16586.17,88.11,99.703,False,
2023-03-29,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18431.49,15583.91,15544.4,84.55,99.746,False,
2023-03-30,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,20308.08,17751.54,17649.31,87.41,99.424,False,
2023-03-31,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17539.76,16056.61,15926.13,91.54,99.187,False,
2023-04-01,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17884.28,17866.39,17813.4,99.9,99.703,False,
2023-04-02,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18177.91,16147.53,16114.39,88.83,99.795,False,
2023-04-03,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18613.64,16649.57,16583.07,89.45,99.601,False,
2023-04-04,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17388.14,16730.36,16735.03,96.22,100.028,False,
2023-04-05,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18533.66,16290.89,16347.8,87.9,100.349,False,
2023-04-06,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16401.06,15753.42,15725.98,96.05,99.826,False,
2023-04-07,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16648.44,14748.41,14698.36,88.59,99.661,False,
2023-04-08,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17380.31,16404.79,16307.84,94.39,99.409,False,
2023-04-09,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17881.1,17452.41,17417.09,97.6,99.798,False,
2023-04-10,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17697.15,17412.26,17366.36,98.39,99.736,False,
2023-04-11,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16925.65,15104.51,15129.46,89.24,100.165,False,
2023-04-12,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18388.37,16083.29,16146.1,87.46,100.391,False,
2023-04-13,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,19296.27,17088.63,17098.36,88.56,100.057,False,
2023-04-14,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18281.66,16565.59,16538.61,90.61,99.837,False,
2023-04-15,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18938.68,16460.22,16447.05,86.91,99.92,False,
2023-04-16,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18510.38,16634.04,16542.3,89.86,99.448,False,
2023-04-17,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17557.8,17254.22,17158.53,98.27,99.445,False,
2023-04-18,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18793.27,17081.31,17120.06,90.89,100.227,False,
2023-04-19,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18514.97,17723.3,17739.33,95.72,100.09,False,
2023-04-20,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17622.42,15758.39,15791.72,89.42,100.212,False,
2023-04-21,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16633.73,16359.76,16334.4,98.35,99.845,False,
2023-04-22,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,15973.46,14201.74,14220.51,88.91,100.132,False,
2023-04-23,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16425.72,14283.03,14314.28,86.96,100.219,False,
2023-04-24,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18862.06,16167.89,16173.84,85.72,100.037,False,
2023-04-25,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16465.28,14722.58,14679.02,89.42,99.704,False,
2023-04-26,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,20353.05,18652.08,18605.95,91.64,99.753,False,
2023-04-27,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17602.85,16016.99,16020.49,90.99,100.022,False,
2023-04-28,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,19647.69,18989.49,18937.66,96.65,99.727,False,
2023-04-29,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17572.88,15221.86,15177.64,86.62,99.709,False,
2023-04-30,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18148.01,16314.49,16255.61,89.9,99.639,False,
2023-05-01,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18873.93,17552.17,17480.58,93.0,99.592,False,
2023-05-02,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18685.31,16984.11,16899.11,90.9,99.5,False,
2023-05-03,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18058.22,17394.59,17337.39,96.33,99.671,False,
2023-05-04,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18347.89,16038.33,16051.6,87.41,100.083,False,
2023-05-05,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16727.39,15973.89,15913.87,95.5,99.624,False,
2023-05-06,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16711.5,14867.95,14875.9,88.97,100.053,False,
2023-05-07,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16478.48,15725.73,15606.74,95.43,99.243,False,
2023-05-08,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18024.32,16440.86,17336.49,91.21,99.901,True,Simulated over-reporting of stored CO2 for testing.
2023-05-09,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,15723.95,14063.6,14017.87,89.44,99.675,False,
2023-05-10,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16758.01,16741.25,16711.42,99.9,99.822,False,
2023-05-11,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,15193.13,14865.44,14864.28,97.84,99.992,False,
2023-05-12,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,22744.91,19772.16,19668.29,86.93,99.475,False,
2023-05-13,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17907.4,16496.42,16440.78,92.12,99.663,False,
2023-05-14,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17001.67,15132.6,15060.39,89.01,99.523,False,
2023-05-15,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18659.5,16310.32,16298.84,87.41,99.93,False,
2023-05-16,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16458.8,15858.66,15787.18,96.35,99.549,False,
2023-05-17,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16217.68,14584.01,14596.32,89.93,100.084,False,
2023-05-18,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18255.3,17031.7,16969.87,93.3,99.637,False,
2023-05-19,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18815.56,18634.56,18653.14,99.04,100.1,False,
2023-05-20,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17651.02,16752.43,16769.6,94.91,100.103,False,
2023-05-21,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,15115.52,13046.87,12988.81,86.31,99.555,False,
2023-05-22,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18100.06,17443.14,17535.05,96.37,100.527,False,
2023-05-23,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18282.51,16015.75,16056.51,87.6,100.254,False,
2023-05-24,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16105.06,15576.2,15507.14,96.72,99.557,False,
2023-05-25,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16350.85,14695.46,14718.26,89.88,100.155,False,
2023-05-26,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18858.47,16510.64,16608.18,87.55,100.591,False,
2023-05-27,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16715.81,16529.4,16512.31,98.88,99.897,False,
2023-05-28,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16368.73,14806.24,14759.83,90.45,99.687,False,
2023-05-29,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,15060.09,13354.47,13312.55,88.67,99.686,False,
2023-05-30,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,19364.81,17120.97,17129.99,88.41,100.053,False,
2023-05-31,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16423.44,15665.74,15577.47,95.39,99.436,False,
2023-06-01,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14813.87,13116.3,13048.34,88.54,99.482,False,
2023-06-02,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17065.94,16293.3,16316.55,95.47,100.143,False,
2023-06-03,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18185.74,15984.43,15961.98,87.9,99.86,False,
2023-06-04,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,15129.25,13026.38,13041.89,86.1,100.119,False,
2023-06-05,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,15818.09,13737.3,13700.6,86.85,99.733,False,
2023-06-06,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18219.65,17341.33,17328.22,95.18,99.924,False,
2023-06-07,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17925.17,17092.95,17037.67,95.36,99.677,False,
2023-06-08,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17440.31,15360.74,15289.66,88.08,99.537,False,
2023-06-09,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,15964.02,14862.41,14867.42,93.1,100.034,False,
2023-06-10,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16034.36,13948.41,13907.35,86.99,99.706,False,
2023-06-11,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16681.37,15206.49,15249.24,91.16,100.281,False,
2023-06-12,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16980.13,15290.08,15376.75,90.05,100.567,False,
2023-06-13,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16598.27,15565.09,15595.89,93.78,100.198,False,
2023-06-14,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18902.79,16454.02,16388.05,87.05,99.599,False,
2023-06-15,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16588.92,14051.89,14068.69,84.71,100.119,False,
2023-06-16,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,15316.46,15040.27,15055.57,98.2,100.102,False,
2023-06-17,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14017.45,13330.96,13288.54,95.1,99.682,False,
2023-06-18,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,18863.47,16891.12,16872.42,89.54,99.889,False,
